Obs,ring,DOY,H2O,CO2,block,true_ten,true_twenty,true_thirty,true_forty,true_fifty,true_sixty,true_seventy,start_ten,start_twenty,start_thirty,start_forty,start_fifty,start_sixty,start_seventy
337,25,236,con,amb,3,21.8006,27.6599,34.6976,35.7207,38.3049,38.2692,38.6349,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
338,25,236,dry,amb,3,18.3213,21.1268,25.2851,28.0267,32.5343,34.3313,38.1539,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
339,29,236,con,ele,3,28.1318,30.1795,32.3405,32.7315,35.2894,38.5161,41.3104,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
340,29,236,dry,ele,3,19.1167,22.2854,26.109,28.5883,29.9454,33.6644,37.412,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
341,25,238,con,amb,3,20.3365,26.7258,33.9306,35.379,38.3851,38.0005,38.4388,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
342,25,238,dry,amb,3,18.2834,21.8373,25.0686,29.5606,30.2771,31.7934,36.1684,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
343,29,238,con,ele,3,25.1899,27.5645,30.9065,31.693,34.5071,37.7042,40.6464,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
344,29,238,dry,ele,3,18.9133,21.92,25.9034,28.1898,29.7292,33.412,37.1087,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
345,25,242,con,amb,3,18.578,24.201,32.3923,34.5433,37.8977,37.8737,37.7675,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
346,25,242,dry,amb,3,18.6588,21.7161,25.08,29.6914,30.4518,31.8817,36.0322,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
347,29,242,con,ele,3,22.0576,24.5711,29.1028,30.5242,33.496,36.8481,40.3865,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
348,29,242,dry,ele,3,18.2599,21.4561,25.5092,27.6589,29.0727,32.6709,36.6205,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
349,25,246,con,amb,3,29.5908,32.9702,37.8347,39.24,41.3404,41.0968,40.7231,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
350,25,246,dry,amb,3,18.5135,21.441,25.071,29.6263,30.3916,31.829,36.1028,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
351,29,246,con,ele,3,38.7383,39.6196,38.0771,36.8595,37.5657,39.4717,41.0952,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
352,29,246,dry,ele,3,18.2913,21.5067,25.6096,27.8545,29.0295,32.516,36.5949,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
353,25,251,con,amb,3,23.4744,31.0834,37.7169,39.6235,41.8491,41.2041,40.8013,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
354,25,251,dry,amb,3,18.3176,21.3517,24.8766,29.4385,30.2531,31.8978,35.9592,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
355,29,251,con,ele,3,32.2158,37.3594,37.8588,37.192,37.6708,39.4128,41.0436,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
356,29,251,dry,ele,3,18.1291,21.4409,25.4476,27.6174,29.0056,32.5455,36.4789,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
357,25,253,con,amb,3,23.2562,31.4507,37.94,40.1261,41.3795,40.7221,40.3705,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
358,25,253,dry,amb,3,18.2334,20.9366,24.6646,29.3298,29.9351,31.6929,35.9745,40.9253,41.4293,41.4168,43.736,44.2727,44.4591,44.3817
359,29,253,con,ele,3,28.5656,36.0732,37.4205,37.1728,37.3623,39.1623,40.839,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
360,29,253,dry,ele,3,17.9139,21.262,25.2816,27.6224,28.9883,32.5674,36.4808,40.9354,42.1543,41.1856,42.7109,43.9421,44.064,43.7005
361,32,167,con,amb,4,40.8985,43.0219,40.7827,41.8537,40.5594,42.0017,42.6298,40.8985,43.0219,40.7827,41.8537,40.5594,42.0017,42.6298
362,32,167,dry,amb,4,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
363,28,167,con,ele,4,43.7928,44.4361,41.9032,43.1263,42.6674,42.7047,42.8249,43.7928,44.4361,41.9032,43.1263,42.6674,42.7047,42.8249
364,28,167,dry,ele,4,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
365,32,169,con,amb,4,36.7021,43.4609,41.3898,42.0452,41.5887,42.6229,42.8761,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
366,32,169,dry,amb,4,37.5778,44.5742,43.2885,43.4792,43.5236,43.9086,44.4232,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
367,28,169,con,ele,4,38.7987,44.3648,41.9221,42.9471,42.5621,42.7736,43.0537,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
368,28,169,dry,ele,4,38.7319,45.3032,42.2142,43.3918,43.5674,43.8676,44.0326,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
369,32,175,con,amb,4,40.6888,43.5209,41.2881,42.0128,41.514,42.7179,42.8964,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
370,32,175,dry,amb,4,41.9811,44.8189,43.3313,43.4703,43.48,43.8805,44.3277,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
371,28,175,con,ele,4,42.4352,44.5976,41.7344,42.959,42.5574,42.7651,42.9504,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
372,28,175,dry,ele,4,41.6668,45.2634,42.2991,43.4136,43.505,43.8253,44.3362,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
373,32,180,con,amb,4,24.6009,40.286,41.4225,42.0874,41.6885,42.8341,43.1204,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
374,32,180,dry,amb,4,23.379,38.748,43.4762,43.616,43.8885,44.2358,44.6915,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
375,28,180,con,ele,4,23.8903,38.0924,41.728,43.0701,42.6744,42.7766,42.8763,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
376,28,180,dry,ele,4,19.5162,33.8978,41.9831,43.4666,43.707,43.9971,44.0745,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
377,32,182,con,amb,4,21.7481,37.1489,41.2591,42.0995,41.781,42.7077,43.0345,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
378,32,182,dry,amb,4,20.4028,33.4371,42.9609,43.5682,43.3639,43.8481,44.2939,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
379,28,182,con,ele,4,21.9462,35.0557,41.3009,42.891,42.6241,42.7428,42.8422,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
380,28,182,dry,ele,4,18.5468,31.5025,41.3264,43.181,43.4818,43.8674,43.9341,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
381,32,187,con,amb,4,18.0902,28.1054,38.9165,42.3938,42.0756,43.1306,43.3342,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
382,32,187,dry,amb,4,16.5252,23.5458,37.9425,43.6355,43.7735,44.2393,44.709,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
383,28,187,con,ele,4,20.1507,29.0999,38.0487,43.2505,42.9175,43.113,43.2556,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
384,28,187,dry,ele,4,16.9014,25.8018,37.6802,43.1934,43.6962,44.0939,44.161,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
385,32,190,con,amb,4,17.9231,25.0012,35.1172,41.1545,41.7465,43.1479,43.0843,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
386,32,190,dry,amb,4,15.9599,21.1099,31.0453,39.2113,43.2904,44.1876,44.536,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
387,28,190,con,ele,4,19.5528,24.8313,34.0142,41.2999,42.5902,43.0477,43.0706,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
388,28,190,dry,ele,4,15.8798,22.6727,32.8151,39.4463,43.1682,44.2901,44.2821,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
389,32,193,con,amb,4,17.2759,23.5089,31.9297,38.7629,41.0359,42.7818,42.9409,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
390,32,193,dry,amb,4,15.493,19.5714,27.9259,33.232,39.7941,43.4109,44.3072,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
391,28,193,con,ele,4,18.5571,23.4331,30.8408,37.8118,40.8989,42.8243,42.9114,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
392,28,193,dry,ele,4,15.6903,21.6873,29.9198,34.9754,40.4538,43.7301,44.0438,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
393,32,195,con,amb,4,17.3566,23.4306,30.9934,36.6521,40.4577,42.7409,43.0338,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
394,32,195,dry,amb,4,15.2529,18.9802,26.7834,30.5758,36.1334,42.0187,44.2333,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
395,28,195,con,ele,4,18.0044,22.5859,29.1354,35.7483,39.2857,42.404,42.9226,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
396,28,195,dry,ele,4,15.6008,21.0961,28.785,33.1489,38.3292,42.7497,43.8986,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
397,32,197,con,amb,4,22.8559,29.8116,36.4131,39.4262,40.7436,42.4885,42.7884,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
398,32,197,dry,amb,4,15.7638,19.1678,26.2691,29.1837,33.5914,40.52,44.0772,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
399,28,197,con,ele,4,23.1923,27.436,33.1613,36.8294,38.5232,41.9113,42.7275,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
400,28,197,dry,ele,4,15.5942,21.2473,28.3117,32.231,36.5829,41.0404,43.5916,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
401,32,200,con,amb,4,20.1123,26.9097,33.686,37.3257,39.5743,41.9511,42.861,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
402,32,200,dry,amb,4,15.6024,18.4799,25.1681,27.7145,30.4766,36.261,43.006,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
403,28,200,con,ele,4,20.1857,25.162,29.6687,34.47,36.4955,40.5672,42.5335,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
404,28,200,dry,ele,4,15.5807,20.6049,27.1699,30.8851,34.4576,38.2567,41.9132,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
405,32,202,con,amb,4,33.4284,38.9126,40.2784,41.405,41.0906,42.2495,42.667,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
406,32,202,dry,amb,4,16.7771,20.3404,26.6794,29.7047,32.4728,37.2682,43.2594,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
407,28,202,con,ele,4,35.1873,39.6774,40.0305,42.0214,41.2718,42.1032,42.7174,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
408,28,202,dry,ele,4,16.1446,21.281,27.6642,31.302,34.8307,38.6777,42.1844,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
409,32,204,con,amb,4,32.985,38.5977,40.1952,41.3752,40.9648,42.2513,42.6577,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
410,32,204,dry,amb,4,16.9041,20.5754,26.977,29.6948,31.9635,36.2969,42.4561,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
411,28,204,con,ele,4,34.372,39.67,39.5725,41.8709,41.0373,42.0046,42.6777,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
412,28,204,dry,ele,4,16.3125,21.4118,27.4253,30.899,34.2178,37.8503,41.4134,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
413,32,207,con,amb,4,31.3493,38.1127,39.5148,40.618,40.3692,41.9784,42.5055,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
414,32,207,dry,amb,4,16.8993,20.8702,27.6463,30.0776,32.6032,36.5576,42.3646,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
415,28,207,con,ele,4,32.7216,39.7651,38.984,40.6475,39.6754,41.2975,42.5137,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
416,28,207,dry,ele,4,16.4519,21.1585,26.9254,30.0201,32.8982,35.8268,39.1112,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
417,32,210,con,amb,4,27.6453,35.9142,39.036,40.558,40.2252,41.9506,42.5568,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
418,32,210,dry,amb,4,17.1642,20.9623,26.9655,29.5496,31.0342,34.1857,40.0337,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
419,28,210,con,ele,4,27.6047,37.3311,38.3757,40.1837,39.2124,41.0401,42.3812,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
420,28,210,dry,ele,4,16.1495,20.934,26.4277,29.7346,32.0141,34.6545,37.5437,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
421,32,214,con,amb,4,20.8878,29.9056,35.6369,38.1851,38.9786,41.4722,42.1155,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
422,32,214,dry,amb,4,16.5558,20.1386,26.1868,28.9276,30.4319,33.5863,39.6559,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
423,28,214,con,ele,4,20.9929,29.8802,34.4069,37.5647,37.1735,39.3957,41.8624,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
424,28,214,dry,ele,4,16.0347,20.1396,25.5155,29.01,30.9863,33.6783,36.5153,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
425,32,216,con,amb,4,19.3456,27.1639,33.413,36.1957,37.7972,40.8572,41.9554,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
426,32,216,dry,amb,4,16.3719,19.9554,26.2986,28.8525,30.3341,33.3102,39.2196,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
427,28,216,con,ele,4,20.0157,27.2732,32.3528,35.8151,35.6055,38.1026,41.4628,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
428,28,216,dry,ele,4,15.966,20.3239,25.9287,29.1452,31.1682,33.5704,36.0009,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
429,32,218,con,amb,4,18.6018,24.9026,31.3599,34.0435,36.1991,39.5936,41.5768,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
430,32,218,dry,amb,4,16.3764,19.7654,26.1538,28.738,30.2768,33.2811,39.1958,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
431,28,218,con,ele,4,18.5035,23.9996,29.6922,33.6981,34.0332,36.5089,40.1869,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
432,28,218,dry,ele,4,15.9212,19.9898,25.5468,28.8035,30.9585,33.311,35.4491,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
433,32,221,con,amb,4,17.3041,22.3301,28.7117,31.7586,34.0217,37.3248,41.0919,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
434,32,221,dry,amb,4,16.1993,19.4352,25.8057,28.7728,30.1212,32.876,37.9489,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
435,28,221,con,ele,4,17.4479,21.6278,27.0758,31.3348,31.8806,34.0013,37.9295,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
436,28,221,dry,ele,4,15.7431,19.8295,25.4912,28.7385,30.8522,33.0524,34.7204,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
437,32,223,con,amb,4,17.3055,22.1524,28.3357,31.1765,33.6097,37.4626,40.7678,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
438,32,223,dry,amb,4,16.9718,19.9015,26.4704,29.0946,30.3834,33.1178,38.5478,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
439,28,223,con,ele,4,17.2701,20.7556,26.0551,30.118,30.7809,33.0065,36.9906,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
440,28,223,dry,ele,4,15.7498,19.7127,25.1902,28.7119,30.6552,32.777,34.5981,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
441,32,228,con,amb,4,18.6036,22.4013,27.4786,29.8118,32.2299,35.8467,39.8123,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
442,32,228,dry,amb,4,16.1333,19.2749,26.2142,28.7716,30.0141,32.9575,37.9939,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
443,28,228,con,ele,4,18.2466,20.6125,24.4491,28.049,29.2959,31.5034,35.5604,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
444,28,228,dry,ele,4,15.7019,19.5167,25.1172,28.7934,30.857,33.1533,34.7655,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
445,32,230,con,amb,4,17.7497,22.1228,26.961,29.5982,31.9449,35.6871,39.4576,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
446,32,230,dry,amb,4,15.9614,19.1647,25.6319,28.4434,29.9016,32.574,37.5048,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
447,28,230,con,ele,4,17.4986,19.9845,24.2704,27.6349,28.6674,30.7988,34.9815,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
448,28,230,dry,ele,4,15.7715,19.6905,25.1168,28.679,30.833,33.1906,34.6997,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
449,32,232,con,amb,4,17.0521,21.1321,26.6397,29.4044,31.9403,34.7553,39.2763,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
450,32,232,dry,amb,4,15.5599,18.7276,25.6977,28.4216,29.6712,32.3143,37.1848,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
451,28,232,con,ele,4,16.9435,19.5545,23.9426,27.3824,28.611,30.5894,34.8175,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
452,28,232,dry,ele,4,15.7891,19.4883,25.0574,28.7105,30.9329,32.9543,34.7018,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
453,32,234,con,amb,4,24.6202,27.9021,33.7453,34.4828,35.0664,36.8497,39.8034,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
454,32,234,dry,amb,4,15.5752,18.7559,26.1031,28.5416,29.716,32.4049,37.3323,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
455,28,234,con,ele,4,23.7862,26.0156,29.3076,30.8406,30.3612,31.1407,34.947,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
456,28,234,dry,ele,4,15.2134,19.1248,25.2887,29.2065,31.1842,33.7432,35.6585,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
457,32,236,con,amb,4,20.7264,26.6749,32.6511,34.2478,34.7446,36.4719,39.4751,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
458,32,236,dry,amb,4,15.5707,19.1401,26.0577,28.4567,29.6414,32.2089,37.0036,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
459,28,236,con,ele,4,20.4954,25.0913,28.5734,30.7663,30.3734,31.4041,34.8507,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
460,28,236,dry,ele,4,15.5977,19.8305,25.2389,28.9035,31.114,33.4877,35.0711,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
461,32,238,con,amb,4,19.0176,25.0952,31.3155,33.0755,34.3317,36.4147,39.2863,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
462,32,238,dry,amb,4,15.1188,18.4564,25.3833,27.8984,29.1464,31.6896,36.2965,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
463,28,238,con,ele,4,18.6788,23.5797,27.257,29.8149,29.7756,30.8965,34.5134,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
464,28,238,dry,ele,4,15.6002,19.7613,25.119,28.8099,30.8745,33.2172,34.6567,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
465,32,242,con,amb,4,16.9973,22.5655,29.4882,31.7435,33.2979,35.3637,38.9458,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
466,32,242,dry,amb,4,15.0053,18.8426,25.4629,27.9721,29.3988,31.6814,36.128,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
467,28,242,con,ele,4,17.0242,21.036,25.8387,28.7112,28.7918,29.7213,33.6506,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
468,28,242,dry,ele,4,15.0706,18.8752,24.4867,28.1576,30.2012,32.3592,33.7679,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
469,32,246,con,amb,4,31.0155,34.7711,38.4419,38.6316,37.0271,38.5205,40.1275,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
470,32,246,dry,amb,4,15.0926,18.5596,25.5827,28.1781,29.448,32.0431,36.2514,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
471,28,246,con,ele,4,29.9285,33.1861,34.7547,34.9382,33.1347,32.5392,35.1865,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
472,28,246,dry,ele,4,15.3616,19.2342,24.9,28.5575,30.6033,32.6045,33.9781,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
473,32,251,con,amb,4,23.4299,32.2087,37.7931,38.8223,37.0166,37.524,39.4362,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
474,32,251,dry,amb,4,15.1201,18.4484,25.2723,27.9192,29.2625,31.632,36.0364,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
475,28,251,con,ele,4,23.4826,31.9712,34.907,35.8477,33.6251,32.9239,35.4923,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
476,28,251,dry,ele,4,14.7914,19.2824,24.6628,28.5738,31.3385,33.4252,34.9538,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
477,32,253,con,amb,4,20.5851,30.8379,37.7616,38.7801,37.1746,37.1157,39.2089,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
478,32,253,dry,amb,4,14.9927,18.5434,25.2363,27.755,29.2696,31.772,36.0676,43.2714,44.9376,43.3951,43.576,43.3498,43.7171,44.2946
479,28,253,con,ele,4,21.8542,31.3605,34.5065,35.6245,33.536,32.8971,35.247,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
480,28,253,dry,ele,4,14.9084,19.0674,24.4948,28.1718,29.9665,32.3355,33.8316,44.0696,45.3988,42.3285,43.3601,43.6874,44.2365,44.3562
